gene,pathway_id,pathway_name,pmids,source_url
CDK6,R-RNO-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-RNO-69278
CDK4,R-RNO-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-RNO-69278
CCNE1,R-RNO-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-RNO-69278
TP53,R-RNO-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-RNO-69278
AURKA,R-RNO-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-RNO-69278
PIK3CA,R-GGA-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-GGA-74752
AURKA,R-XTR-8854518,AURKA Activation by TPX2,,https://reactome.org/content/detail/R-XTR-8854518
PARP1,R-XTR-170834,Signaling by TGF-beta Receptor Complex,,https://reactome.org/content/detail/R-XTR-170834
TP53,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,15276183,https://reactome.org/content/detail/R-HSA-166058
TP53,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,14977973,https://reactome.org/content/detail/R-HSA-168188
CDK4,R-HSA-8878166,Transcriptional regulation by RUNX2,27272193; 24924170; 26404249; 18625716; 24479521; 22189971; 12434152; 12434156; 11857736; 22189423; 25592647; 15107406; 23403054; 21931630; 22422618; 10572046; 15703179; 12000792; 16115867; 10911365; 26060017; 27317874; 23389849; 21913213; 19179305; 18438928; 19020999; 10816326; 17142326; 15030764; 11545733; 18767962; 26967290; 9182762; 7891679; 11230154; 10215629; 16000302; 9794229,https://reactome.org/content/detail/R-HSA-8878166
CDK4,R-MMU-9909615,Regulation of PD-L1(CD274) Post-translational modification,,https://reactome.org/content/detail/R-MMU-9909615
PARP1,R-RNO-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,https://reactome.org/content/detail/R-RNO-5696399
PARP1,R-RNO-73884,Base Excision Repair,,https://reactome.org/content/detail/R-RNO-73884
PARP1,R-SSC-2990846,SUMOylation,,https://reactome.org/content/detail/R-SSC-2990846
MDM2,R-SSC-2990846,SUMOylation,,https://reactome.org/content/detail/R-SSC-2990846
PARP1,R-CFA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,https://reactome.org/content/detail/R-CFA-5696399
PIK3CA,R-BTA-9013404,RAC2 GTPase cycle,,https://reactome.org/content/detail/R-BTA-9013404
PIK3CA,R-SSC-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-SSC-74752
PIK3CA,R-HSA-449147,Signaling by Interleukins,12445398; 19302047; 27577879,https://reactome.org/content/detail/R-HSA-449147
MYC,R-HSA-449147,Signaling by Interleukins,12445398; 19302047; 27577879,https://reactome.org/content/detail/R-HSA-449147
TP53,R-HSA-449147,Signaling by Interleukins,12445398; 19302047; 27577879,https://reactome.org/content/detail/R-HSA-449147
PARP1,R-GGA-170834,Signaling by TGF-beta Receptor Complex,,https://reactome.org/content/detail/R-GGA-170834
PIK3CA,R-RNO-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-RNO-74752
MYC,R-HSA-9759194,Nuclear events mediated by NFE2L2,32284348,https://reactome.org/content/detail/R-HSA-9759194
PIK3CA,R-SSC-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-SSC-416476
KRAS,R-SSC-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-SSC-416476
EGFR,R-SSC-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-SSC-416476
MYC,R-HSA-421270,Cell-cell junction organization,16487793; 19081036; 17854762; 1616050; 16537104,https://reactome.org/content/detail/R-HSA-421270
MDM2,R-HSA-421270,Cell-cell junction organization,16487793; 19081036; 17854762; 1616050; 16537104,https://reactome.org/content/detail/R-HSA-421270
PARP1,R-SSC-73884,Base Excision Repair,,https://reactome.org/content/detail/R-SSC-73884
TP53,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,12975352,https://reactome.org/content/detail/R-HSA-168179
TP53,R-HSA-181438,Toll Like Receptor 2 (TLR2) Cascade,10820283,https://reactome.org/content/detail/R-HSA-181438
KRAS,R-DRE-983705,Signaling by the B Cell Receptor (BCR),,https://reactome.org/content/detail/R-DRE-983705
CHK1,R-GGA-73894,DNA Repair,,https://reactome.org/content/detail/R-GGA-73894
PARP1,R-GGA-73894,DNA Repair,,https://reactome.org/content/detail/R-GGA-73894
ATM,R-GGA-73894,DNA Repair,,https://reactome.org/content/detail/R-GGA-73894
ATR,R-GGA-73894,DNA Repair,,https://reactome.org/content/detail/R-GGA-73894
TP53,R-HSA-9816359,Maternal to zygotic transition (MZT),30715134; 29686419; 31189646; 25079557; 26031750; 25328107; 36182534; 28459454; 32591075; 12713425; 35098307,https://reactome.org/content/detail/R-HSA-9816359
PIK3CA,R-BTA-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-BTA-74752
PIK3CA,R-CFA-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-CFA-74752
PTEN,R-CFA-1483249,Inositol phosphate metabolism,,https://reactome.org/content/detail/R-CFA-1483249
PIK3CA,R-XTR-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-XTR-202733
PIK3CA,R-MMU-422475,Axon guidance,,https://reactome.org/content/detail/R-MMU-422475
KRAS,R-MMU-422475,Axon guidance,,https://reactome.org/content/detail/R-MMU-422475
EGFR,R-MMU-422475,Axon guidance,,https://reactome.org/content/detail/R-MMU-422475
PIK3CA,R-SSC-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-SSC-388841
CDK4,R-SSC-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-SSC-388841
AURKA,R-RNO-2565942,Regulation of PLK1 Activity at G2/M Transition,,https://reactome.org/content/detail/R-RNO-2565942
WEE1,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
CDK6,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
CDK4,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
CCNE1,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
TP53,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
AURKA,R-SSC-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-SSC-69278
PIK3CA,R-GGA-9013404,RAC2 GTPase cycle,,https://reactome.org/content/detail/R-GGA-9013404
PIK3CA,R-MMU-9675108,Nervous system development,,https://reactome.org/content/detail/R-MMU-9675108
KRAS,R-MMU-9675108,Nervous system development,,https://reactome.org/content/detail/R-MMU-9675108
EGFR,R-MMU-9675108,Nervous system development,,https://reactome.org/content/detail/R-MMU-9675108
CDK4,R-BTA-9909615,Regulation of PD-L1(CD274) Post-translational modification,,https://reactome.org/content/detail/R-BTA-9909615
PIK3CA,R-SSC-9013404,RAC2 GTPase cycle,,https://reactome.org/content/detail/R-SSC-9013404
CDK4,R-RNO-9909615,Regulation of PD-L1(CD274) Post-translational modification,,https://reactome.org/content/detail/R-RNO-9909615
PIK3CA,R-XTR-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-XTR-388841
CDK4,R-XTR-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-XTR-388841
AURKA,R-XTR-174143,APC/C-mediated degradation of cell cycle proteins,,https://reactome.org/content/detail/R-XTR-174143
AURKA,R-XTR-453276,Regulation of mitotic cell cycle,,https://reactome.org/content/detail/R-XTR-453276
PIK3CA,R-CFA-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-CFA-9006925
PTEN,R-CFA-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-CFA-9006925
EGFR,R-CFA-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-CFA-9006925
PIK3CA,R-SSC-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-SSC-5673001
KRAS,R-SSC-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-SSC-5673001
EGFR,R-SSC-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-SSC-5673001
PIK3CA,R-RNO-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-RNO-416476
KRAS,R-RNO-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-RNO-416476
EGFR,R-RNO-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-RNO-416476
WEE1,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
CDK6,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
CHK1,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
CCNE1,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
MDM2,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
ATM,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
ATR,R-GGA-1640170,Cell Cycle,,https://reactome.org/content/detail/R-GGA-1640170
MYC,R-CFA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-CFA-5689880
PTEN,R-CFA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-CFA-5689880
WEE1,R-SPO-453274,Mitotic G2-G2/M phases,,https://reactome.org/content/detail/R-SPO-453274
WEE1,R-SPO-69275,G2/M Transition,,https://reactome.org/content/detail/R-SPO-69275
PTEN,R-SSC-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-SSC-6807070
PIK3CA,R-DRE-1483255,PI Metabolism,,https://reactome.org/content/detail/R-DRE-1483255
CCNE1,R-CFA-69206,G1/S Transition,,https://reactome.org/content/detail/R-CFA-69206
PARP1,R-DRE-3108232,SUMO E3 ligases SUMOylate target proteins,,https://reactome.org/content/detail/R-DRE-3108232
MDM2,R-DRE-3108232,SUMO E3 ligases SUMOylate target proteins,,https://reactome.org/content/detail/R-DRE-3108232
CDK6,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
PARP1,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
CDK4,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
CCNE1,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
MYC,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
MDM2,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
ATM,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
TP53,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
AURKA,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
ATR,R-MMU-212436,Generic Transcription Pathway,,https://reactome.org/content/detail/R-MMU-212436
CCNE1,R-XTR-69052,Switching of origins to a post-replicative state,,https://reactome.org/content/detail/R-XTR-69052
TP53,R-XTR-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-XTR-1169410
PIK3CA,R-CFA-9013404,RAC2 GTPase cycle,,https://reactome.org/content/detail/R-CFA-9013404
PARP1,R-CFA-73884,Base Excision Repair,,https://reactome.org/content/detail/R-CFA-73884
PIK3CA,R-DRE-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-DRE-74752
AURKA,R-DRE-453276,Regulation of mitotic cell cycle,,https://reactome.org/content/detail/R-DRE-453276
AURKA,R-DRE-174143,APC/C-mediated degradation of cell cycle proteins,,https://reactome.org/content/detail/R-DRE-174143
PIK3CA,R-CFA-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-CFA-5673001
KRAS,R-CFA-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-CFA-5673001
EGFR,R-CFA-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-CFA-5673001
PARP1,R-GGA-3108232,SUMO E3 ligases SUMOylate target proteins,,https://reactome.org/content/detail/R-GGA-3108232
MDM2,R-GGA-3108232,SUMO E3 ligases SUMOylate target proteins,,https://reactome.org/content/detail/R-GGA-3108232
PARP1,R-GGA-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,https://reactome.org/content/detail/R-GGA-5696399
CDK4,R-CFA-9909615,Regulation of PD-L1(CD274) Post-translational modification,,https://reactome.org/content/detail/R-CFA-9909615
EGFR,R-HSA-9734767,Developmental Cell Lineages,29713013; 30936559; 36300619; 30951143; 37941124; 30395331; 29322914; 25852852; 25009735,https://reactome.org/content/detail/R-HSA-9734767
CCNE1,R-XTR-69239,Synthesis of DNA,,https://reactome.org/content/detail/R-XTR-69239
PARP1,R-XTR-73884,Base Excision Repair,,https://reactome.org/content/detail/R-XTR-73884
PIK3CA,R-SSC-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-SSC-5684996
KRAS,R-SSC-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-SSC-5684996
EGFR,R-SSC-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-SSC-5684996
PIK3CA,R-SSC-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-SSC-2454202
KRAS,R-SSC-2454202,Fc epsilon receptor (FCERI) signaling,,https://reactome.org/content/detail/R-SSC-2454202
PIK3CA,R-GGA-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-GGA-202733
CCNE1,R-CFA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-CFA-69620
ATM,R-CFA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-CFA-69620
ATR,R-CFA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-CFA-69620
CDK4,R-HSA-9843745,Adipogenesis,27552974,https://reactome.org/content/detail/R-HSA-9843745
PIK3CA,R-MMU-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-MMU-5673001
KRAS,R-MMU-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-MMU-5673001
EGFR,R-MMU-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-MMU-5673001
CDK6,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
CDK4,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
CCNE1,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
MYC,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
MDM2,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
ATM,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
TP53,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
ATR,R-HSA-2262752,Cellular responses to stress,15709958,https://reactome.org/content/detail/R-HSA-2262752
PTEN,R-GGA-1483249,Inositol phosphate metabolism,,https://reactome.org/content/detail/R-GGA-1483249
PIK3CA,R-CFA-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-CFA-5684996
KRAS,R-CFA-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-CFA-5684996
EGFR,R-CFA-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-CFA-5684996
WEE1,R-DME-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-DME-453279
CDK4,R-DME-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-DME-453279
CCNE1,R-DRE-69052,Switching of origins to a post-replicative state,,https://reactome.org/content/detail/R-DRE-69052
PIK3CA,R-DRE-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-DRE-4420097
KRAS,R-BTA-983705,Signaling by the B Cell Receptor (BCR),,https://reactome.org/content/detail/R-BTA-983705
PTEN,R-DME-8948751,Regulation of PTEN stability and activity,,https://reactome.org/content/detail/R-DME-8948751
PIK3CA,R-SSC-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,,https://reactome.org/content/detail/R-SSC-2730905
PARP1,R-SSC-5696398,Nucleotide Excision Repair,,https://reactome.org/content/detail/R-SSC-5696398
CDK6,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
PIK3CA,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
CDK4,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
CCNE1,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
MYC,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
MDM2,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
ATM,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
TP53,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
ATR,R-HSA-8953897,Cellular responses to stimuli,15709958,https://reactome.org/content/detail/R-HSA-8953897
EGFR,R-CFA-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-CFA-8856825
PARP1,R-MMU-73884,Base Excision Repair,,https://reactome.org/content/detail/R-MMU-73884
PIK3CA,R-CFA-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-CFA-416476
KRAS,R-CFA-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-CFA-416476
EGFR,R-CFA-416476,G alpha (q) signalling events,,https://reactome.org/content/detail/R-CFA-416476
WEE1,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
CDK6,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
CDK4,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
CCNE1,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
TP53,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
AURKA,R-BTA-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-BTA-69278
PIK3CA,R-XTR-4420097,VEGFA-VEGFR2 Pathway,,https://reactome.org/content/detail/R-XTR-4420097
PIK3CA,R-RNO-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-RNO-9006925
PTEN,R-RNO-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-RNO-9006925
EGFR,R-RNO-9006925,Intracellular signaling by second messengers,,https://reactome.org/content/detail/R-RNO-9006925
CDK6,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
CDK4,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
CCNE1,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
MDM2,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
ATM,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
TP53,R-MMU-2262752,Cellular responses to stress,,https://reactome.org/content/detail/R-MMU-2262752
PIK3CA,R-MMU-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-MMU-5684996
KRAS,R-MMU-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-MMU-5684996
EGFR,R-MMU-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-MMU-5684996
AURKA,R-XTR-2565942,Regulation of PLK1 Activity at G2/M Transition,,https://reactome.org/content/detail/R-XTR-2565942
PTEN,R-XTR-1483249,Inositol phosphate metabolism,,https://reactome.org/content/detail/R-XTR-1483249
PARP1,R-GGA-2990846,SUMOylation,,https://reactome.org/content/detail/R-GGA-2990846
MDM2,R-GGA-2990846,SUMOylation,,https://reactome.org/content/detail/R-GGA-2990846
EGFR,R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,30723301; 31117229; 36577878; 36851260,https://reactome.org/content/detail/R-HSA-9820952
PARP1,R-DRE-2990846,SUMOylation,,https://reactome.org/content/detail/R-DRE-2990846
MDM2,R-DRE-2990846,SUMOylation,,https://reactome.org/content/detail/R-DRE-2990846
PARP1,R-DRE-5696399,Global Genome Nucleotide Excision Repair (GG-NER),,https://reactome.org/content/detail/R-DRE-5696399
PTEN,R-MMU-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-MMU-6807070
TP53,R-MMU-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-MMU-1169410
MYC,R-HSA-446728,Cell junction organization,,https://reactome.org/content/detail/R-HSA-446728
MDM2,R-HSA-446728,Cell junction organization,,https://reactome.org/content/detail/R-HSA-446728
PIK3CA,R-XTR-9013404,RAC2 GTPase cycle,,https://reactome.org/content/detail/R-XTR-9013404
PIK3CA,R-XTR-74752,Signaling by Insulin receptor,,https://reactome.org/content/detail/R-XTR-74752
PIK3CA,R-BTA-9006931,Signaling by Nuclear Receptors,,https://reactome.org/content/detail/R-BTA-9006931
KRAS,R-BTA-9006931,Signaling by Nuclear Receptors,,https://reactome.org/content/detail/R-BTA-9006931
EGFR,R-BTA-9006931,Signaling by Nuclear Receptors,,https://reactome.org/content/detail/R-BTA-9006931
PIK3CA,R-CFA-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-CFA-388841
CDK4,R-CFA-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-CFA-388841
MDM2,R-XTR-418990,Adherens junctions interactions,,https://reactome.org/content/detail/R-XTR-418990
MDM2,R-XTR-421270,Cell-cell junction organization,,https://reactome.org/content/detail/R-XTR-421270
PIK3CA,R-DRE-422475,Axon guidance,,https://reactome.org/content/detail/R-DRE-422475
KRAS,R-DRE-422475,Axon guidance,,https://reactome.org/content/detail/R-DRE-422475
PIK3CA,R-BTA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-BTA-5683057
KRAS,R-BTA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-BTA-5683057
EGFR,R-BTA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-BTA-5683057
PTEN,R-BTA-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-BTA-6807070
PIK3CA,R-DRE-9675108,Nervous system development,,https://reactome.org/content/detail/R-DRE-9675108
KRAS,R-DRE-9675108,Nervous system development,,https://reactome.org/content/detail/R-DRE-9675108
CDK4,R-XTR-9909648,Regulation of PD-L1(CD274) expression,,https://reactome.org/content/detail/R-XTR-9909648
PIK3CA,R-HSA-422475,Axon guidance,31000796; 31467195; 29226467,https://reactome.org/content/detail/R-HSA-422475
KRAS,R-HSA-422475,Axon guidance,31000796; 31467195; 29226467,https://reactome.org/content/detail/R-HSA-422475
EGFR,R-HSA-422475,Axon guidance,31000796; 31467195; 29226467,https://reactome.org/content/detail/R-HSA-422475
PIK3CA,R-RNO-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-RNO-5673001
KRAS,R-RNO-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-RNO-5673001
EGFR,R-RNO-5673001,RAF/MAP kinase cascade,,https://reactome.org/content/detail/R-RNO-5673001
PTEN,R-DME-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-DME-202424
WEE1,R-DME-69202,Cyclin E associated events during G1/S transition ,,https://reactome.org/content/detail/R-DME-69202
ATM,R-HSA-1632852,Macroautophagy,24296784,https://reactome.org/content/detail/R-HSA-1632852
PIK3CA,R-XTR-194138,Signaling by VEGF,,https://reactome.org/content/detail/R-XTR-194138
EGFR,R-GGA-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-GGA-8856825
PIK3CA,R-MMU-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-MMU-388841
CDK4,R-MMU-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-MMU-388841
WEE1,R-DME-69656,Cyclin A:Cdk2-associated events at S phase entry,,https://reactome.org/content/detail/R-DME-69656
EGFR,R-MMU-8856825,Cargo recognition for clathrin-mediated endocytosis,,https://reactome.org/content/detail/R-MMU-8856825
PTEN,R-RNO-6807070,PTEN Regulation,,https://reactome.org/content/detail/R-RNO-6807070
PIK3CA,R-SSC-422475,Axon guidance,,https://reactome.org/content/detail/R-SSC-422475
KRAS,R-SSC-422475,Axon guidance,,https://reactome.org/content/detail/R-SSC-422475
PIK3CA,R-RNO-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-RNO-388841
CDK4,R-RNO-388841,Regulation of T cell activation by CD28 family,,https://reactome.org/content/detail/R-RNO-388841
EGFR,R-HSA-8856828,Clathrin-mediated endocytosis,1177317; 26403691; 21779028; 24789820; 23637288; 26829388; 26246598; 8953040; 19696798; 25085911; 26872272; 21445324; 21613550; 24186068; 16903783; 16516836; 27092250; 24581490; 12353027; 15339664; 19296720; 21447041; 23891661; 19458185; 22233676; 17620409; 19092055; 15703209; 8552632; 9736607; 9092476; 20059951; 23823722; 20428113; 19754444; 26042225,https://reactome.org/content/detail/R-HSA-8856828
PIK3CA,R-MMU-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-MMU-202733
KRAS,R-MMU-202733,Cell surface interactions at the vascular wall,,https://reactome.org/content/detail/R-MMU-202733
PIK3CA,R-SSC-9675108,Nervous system development,,https://reactome.org/content/detail/R-SSC-9675108
KRAS,R-SSC-9675108,Nervous system development,,https://reactome.org/content/detail/R-SSC-9675108
PIK3CA,R-CFA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-CFA-5683057
KRAS,R-CFA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-CFA-5683057
EGFR,R-CFA-5683057,MAPK family signaling cascades,,https://reactome.org/content/detail/R-CFA-5683057
PTEN,R-DME-202403,TCR signaling,,https://reactome.org/content/detail/R-DME-202403
PIK3CA,R-RNO-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-RNO-5684996
KRAS,R-RNO-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-RNO-5684996
EGFR,R-RNO-5684996,MAPK1/MAPK3 signaling,,https://reactome.org/content/detail/R-RNO-5684996
WEE1,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
CDK6,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
CDK4,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
CCNE1,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
TP53,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
AURKA,R-XTR-69278,"Cell Cycle, Mitotic",,https://reactome.org/content/detail/R-XTR-69278
TP53,R-RNO-1169410,Antimicrobial mechanism of IFN-stimulated genes,,https://reactome.org/content/detail/R-RNO-1169410
CDK6,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
PARP1,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
CDK4,R-XTR-74160,Gene expression (Transcription),,https://reactome.org/content/detail/R-XTR-74160
